Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
ERR160137_1	57.026510009631025	23.94668671438813	8.890736311677074	3.5428249249962316	1.6425927923494035	0.8387622738463795	0.4750892729479951	0.3780795809290402	0.28286734439143996	2.0952504500248748	0.44997724974722136	0.43062307507115444	0.0	0.0	0.0	0.0
ERR160137_1_val_1	56.46244056172074	24.42451411394869	8.956603595932453	3.5360938081620206	1.635856978139513	0.832961929697962	0.47726802951473235	0.38428511306682955	0.2840276102287951	2.130267670724815	0.4419624543270188	0.42983437896713356	0.0038837555692056735	0.0	0.0	0.0
ERR160137_2	62.40607247628868	21.437011183779088	7.628779050537407	2.9493437313106177	1.3123854731774938	0.7106185231807828	0.4391026139463638	0.3430205233542962	0.269886699540698	1.8184264578808844	0.34647148226243946	0.33888178474142644	0.0	0.0	0.0	0.0
ERR160137_2_val_2	60.51759903228172	22.53807404019016	8.11658537373349	3.0235935476849805	1.3857665351769863	0.7449162552888452	0.4482906851659604	0.3502073048476901	0.26095559428107257	1.8985106071013103	0.36567742151436694	0.34982360273343316	0.0	0.0	0.0	0.0
ERR160138_1	59.25500942238629	23.95643404439411	8.379320057989917	2.857662434462862	1.2444344290239633	0.7136696756946284	0.4027050561786547	0.302507520541722	0.22724006430829288	1.8299056073329028	0.507939692840956	0.32317199484576414	0.0	0.0	0.0	0.0
ERR160138_1_val_1	58.666748076734734	24.440960990773668	8.460491363898266	2.859096309365877	1.2447898112855014	0.7169861479261553	0.39587698181839276	0.2936342581099878	0.22843769862461127	1.8591765248401206	0.5022677431201236	0.33153409350253654	0.0	0.0	0.0	0.0
ERR160138_2	64.15222248834338	21.6222552547117	7.123447823483596	2.4871903113279155	1.0693514590486108	0.5903331881852856	0.3364290114498995	0.224977633534785	0.18087338030280609	1.5294565077864504	0.47701322855160644	0.20644971327399186	0.0	0.0	0.0	0.0
ERR160138_2_val_2	62.362491443278614	22.706020589509706	7.457279588155295	2.629732418510901	1.1438892282948099	0.56739551223004	0.3597668339695176	0.23520931356913916	0.19415343428161044	1.601089993206411	0.5078641340100091	0.23510751098394472	0.0	0.0	0.0	0.0
ERR160139_1	59.240645026029384	23.86849786465423	8.47576271695018	3.1938353052237014	1.3866394046563157	0.7517281833837284	0.4473503763821318	0.3177570140460411	0.2200624733550373	1.5809178294330193	0.31124850829126505	0.20555529759499366	0.0	0.0	0.0	0.0
ERR160139_1_val_1	58.44545139250247	24.453217441345817	8.632733549990053	3.2178536536675897	1.3833012126018114	0.7572939631559847	0.4366344645140135	0.3343159700944268	0.2365959092261642	1.5720441904914915	0.3317921492150223	0.1987661031951551	0.0	0.0	0.0	0.0
ERR160139_2	64.5166193680619	21.381752719556964	7.344156253761487	2.6587619207298854	1.1410308896960772	0.5666865207811506	0.3455844838605273	0.24303021721403273	0.18265929824875307	1.237055591188181	0.2775981324933704	0.10506460440767214	0.0	0.0	0.0	0.0
ERR160139_2_val_2	62.49487518255086	22.577279893316227	7.751056403089581	2.810986035831158	1.2149925754771604	0.5821728421438042	0.3620496577710039	0.280784467768679	0.20523531283144159	1.302166807370611	0.29764444277840596	0.12075637907118378	0.0	0.0	0.0	0.0
ERR160140_1	55.32222426496048	24.02324627065361	9.497239114301422	3.9043479017801155	2.013460244191305	1.035194198231897	0.6535217882450732	0.4751951520038188	0.3135258952667862	1.9729184927202685	0.3966416795046845	0.3884195750121623	0.00406542312825147	0.0	0.0	0.0
ERR160140_1_val_1	54.62722540726315	24.622866715609796	9.60930416619618	3.976914983449791	1.9687885912229597	1.048603588023304	0.6397344001136416	0.43214681923439197	0.2935608585172932	1.9839882981030448	0.40702287164486134	0.38984330062151945	0.0	0.0	0.0	0.0
ERR160140_2	60.76366391736997	21.735036772072796	8.464784139790195	3.253208441148149	1.554049450952914	0.8087100660140237	0.500967555768162	0.3596097850961076	0.2622523547428589	1.6598317777311893	0.35948731681222074	0.278398422501466	0.0	0.0	0.0	0.0
ERR160140_2_val_2	58.812532066398205	22.915331835013067	8.886544756212755	3.384652827762365	1.6024755479277637	0.8350629645275689	0.5283344120552919	0.36785236088280326	0.2876446649627323	1.7108242051476419	0.37207362675738526	0.29667073235233415	0.0	0.0	0.0	0.0
ERR160141_1	70.23000287047473	18.28578741684686	5.202389154325681	1.815465426121736	0.8450465913196842	0.488203832135847	0.3226886922764661	0.2626521596816136	0.19835223359375154	1.735519558567247	0.41858088381121794	0.1953111808451693	0.0	0.0	0.0	0.0
ERR160141_1_val_1	69.7036909839605	18.61220070839012	5.269734690572629	1.8590204776009949	0.8202603616100442	0.5116553613565303	0.3249536187267309	0.2649219389037847	0.20667948327936786	1.7753840065677902	0.4355134836177564	0.21598488541379984	0.0	0.0	0.0	0.0
ERR160141_2	78.20995769074018	14.293711731937432	3.4302487121335505	1.0892398303001303	0.5289981115326428	0.322398115584961	0.2371832712236699	0.18401820631735252	0.11546942588291487	1.2612285039541768	0.26929522975872094	0.05825117063424989	0.0	0.0	0.0	0.0
ERR160141_2_val_2	77.13506491403031	15.026636970743382	3.567099459743502	1.1649246991032025	0.5564383683051819	0.33976086245541937	0.26466450022510807	0.17004116608639994	0.12879480463632362	1.3070300668747596	0.2863720768665115	0.053172110929876296	0.0	0.0	0.0	0.0
ERR160142_1	69.42576481912396	18.58730605401607	5.397840025936622	1.931396775778597	0.8962004927492129	0.5244482329822749	0.3479429585685582	0.23745446887102817	0.2095587664227258	1.658796125353245	0.43982414810902354	0.34346713208875895	0.0	0.0	0.0	0.0
ERR160142_1_val_1	68.74035327551695	19.019659748562564	5.483343573489766	2.014173793811586	0.9106900547397606	0.5399029631448139	0.3462206186860159	0.24781759662037256	0.22096788560156777	1.6888808387159358	0.4333089442200352	0.35468070689075426	0.0	0.0	0.0	0.0
ERR160142_2	76.73522760752263	14.964863680437567	3.7891602665846063	1.2587627085658166	0.5460979150659659	0.329490027136429	0.2564197934783679	0.17700219888995064	0.1469369003494856	1.2885742460245029	0.35978157913832964	0.14768307680630682	0.0	0.0	0.0	0.0
ERR160142_2_val_2	75.50661129862333	15.78054751697657	4.02404988617431	1.28726115352953	0.5594506451687814	0.33475940173157914	0.2728132995088732	0.17921793862793794	0.15726993588208696	1.3614981425270098	0.3820128387384675	0.1545079425115468	0.0	0.0	0.0	0.0
ERR160143_1	68.4985646608573	19.161368046751022	5.636749044291676	2.1417727772701003	0.9280527905830073	0.49901148434274634	0.3688397292579598	0.2755792994300145	0.21436147254320087	1.6424769956881766	0.3631862944952748	0.2700374044894727	0.0	0.0	0.0	0.0
ERR160143_1_val_1	67.57555394409553	19.737214914205474	5.7711526730472915	2.18539739963982	0.9636098552965547	0.5285071386988113	0.3620715705371483	0.2809006151901947	0.21056134248123573	1.7430862898568629	0.356337172213169	0.28560708473788626	0.0	0.0	0.0	0.0
ERR160143_2	75.92924525950835	15.545212476590109	3.998271141084333	1.3637609841691347	0.5900445288082529	0.3544188588547474	0.2521397003665841	0.17881384659263533	0.16089822408565393	1.2259684196631613	0.3056661159794758	0.09556044429758596	0.0	0.0	0.0	0.0
ERR160143_2_val_2	74.57361085239427	16.43629135238867	4.256262191301254	1.3702056508290779	0.6486666206993082	0.3738040251198442	0.26548105557378804	0.1830474068022081	0.1692030513690374	1.2885177504437455	0.3349536689477057	0.09995637413103785	0.0	0.0	0.0	0.0
ERR160144_1	67.7433476347854	18.39601320277833	5.759450441714135	2.1756428144544553	1.1246744425424526	0.7114551677884606	0.49217079096456945	0.3598881262295877	0.2786764944007972	2.0525620850093915	0.4873643067620571	0.3731370011719002	0.03725799372455809	0.008359497673972184	0.0	0.0
ERR160144_1_val_1	66.82425565768135	18.969603049702386	5.961104132955546	2.1698868735782466	1.1591275282486369	0.7208394204242703	0.5045762190549671	0.3440429415467823	0.28502053063801047	2.125214845131793	0.5073518596342552	0.3800466261948904	0.04343717916383243	0.005493136045054973	0.0	0.0
ERR160144_2	76.50220986749889	14.463316418341481	3.757036840634082	1.4622882694535608	0.737333575133287	0.45276471373675903	0.30736303578521856	0.23719800329038315	0.18904960411588992	1.384794223557659	0.32581647601844543	0.1656975203055101	0.015131452128785399	0.0	0.0	0.0
ERR160144_2_val_2	74.85708067922752	15.465037832669523	4.033597792353303	1.5659435521268403	0.8059668553226228	0.5043705226712676	0.3186894991076957	0.2364094166841574	0.19330810669382234	1.467569465978447	0.37817464669184103	0.15773573666305554	0.016115893809920418	0.0	0.0	0.0
ERR160145_1	68.99496697274962	18.674456977286624	5.511259130806996	1.9667478814895931	0.8958825769540959	0.5645558812562951	0.38021842424179764	0.2729487656213468	0.23800938446644151	1.725781342140478	0.4292146398746062	0.3459580231120996	0.0	0.0	0.0	0.0
ERR160145_1_val_1	68.17704748374297	19.21480946837172	5.647468018214317	2.0462314979727063	0.929270090852065	0.5638005184742979	0.37943316549994704	0.27112979153524214	0.23114854069966076	1.7411300261866245	0.4355865105716074	0.36294488787873275	0.0	0.0	0.0	0.0
ERR160145_2	76.51364752259909	14.832118010416107	3.8808730968206993	1.3244017243072865	0.6063520551269542	0.4000752925323717	0.27881036910651963	0.20661091215808408	0.15541398818560823	1.2526633672257674	0.39418717407219617	0.15484648744926513	0.0	0.0	0.0	0.0
ERR160145_2_val_2	75.25635870519876	15.652727378802926	4.105377476187955	1.4068859457449516	0.6386898433254725	0.39624197766698327	0.2870385183833748	0.21685254872431237	0.1616130763949586	1.2853901584708176	0.4233948162425655	0.1694295548569605	0.0	0.0	0.0	0.0
ERR160146_1	69.78115404523393	18.428893050726636	5.329596070469732	1.8406766200692974	0.8867378532312925	0.4798242997551269	0.3496409066889589	0.2684744075715961	0.2274740482099851	1.6188732427089287	0.47032563141274586	0.3183298239217833	0.0	0.0	0.0	0.0
ERR160146_1_val_1	69.13567168700729	18.776579934640836	5.488792457371494	1.8871381153113147	0.8880563764929912	0.4871215457560903	0.36904240287359885	0.2646666269650687	0.23378254347007302	1.652770368179106	0.4725864295599586	0.34379151237214506	0.0	0.0	0.0	0.0
ERR160146_2	77.03816925929006	14.854747613678986	3.6883817813122874	1.1398828803464802	0.5849709371597865	0.3493572616910532	0.2561548606761409	0.19092326953302638	0.14166183343215694	1.2653336309990155	0.3809321903980423	0.1094844814829914	0.0	0.0	0.0	0.0
