Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
ERR160121_1	79.0	90.0	113.0	162.0	237.5	322.0	493.0	694.0	895.0	1129.0	1458.5	1965.0	2757.0	3822.5	5237.5	7687.0	11849.0	18720.5	29863.5	46878.5	71092.0	104038.5	147286.5	201927.0	268464.0	346026.5	433399.0	529359.5	629957.5	732191.0	834539.0	935248.0	1032354.0	1126100.0	1212727.5	1287877.5	1351915.0	1404075.0	1445804.5	1474727.5	1482455.0	1469516.0	1444250.5	1410233.0	1370515.5	1331230.0	1286432.0	1238698.5	1190306.0	1134528.5	1076722.5	1014374.0	942268.5	869209.0	804198.0	745512.5	691455.0	640910.5	588696.5	532345.0	474033.5	413838.5	356429.0	304002.0	255161.0	210431.5	170928.5	137489.5	109302.5	85582.5	65397.0	49367.5	37143.0	27930.0	21093.0	15886.5	12183.0	9468.0	7438.0	5854.0	4661.0	3718.5	2848.5	2255.0	1860.5	1467.5	1121.5	867.0	632.5	470.5	368.0	273.5	189.5	135.0	108.5	75.5	52.0	32.0	14.5	7.5	5.5
ERR160121_1_val_1	4319.0	4168.0	3734.5	3501.5	3727.5	4349.5	5392.0	6272.0	7002.5	7936.0	9074.5	10544.5	12351.0	15011.5	18481.5	23366.0	30958.5	42195.0	59496.0	84445.0	111701.0	147311.5	198473.5	262124.0	336927.0	398554.5	467539.0	564557.5	666588.5	766877.0	864605.5	963087.0	1060045.5	1147441.5	1226004.0	1297979.0	1357001.5	1403035.0	1439340.0	1459062.5	1461752.0	1450539.0	1422182.5	1385424.5	1346490.5	1302026.0	1257729.5	1207467.0	1149527.0	1093489.0	1053824.5	1004769.0	929403.0	860219.0	798099.5	741555.0	688662.0	638119.5	587854.5	531663.0	476936.5	422350.0	366101.5	312809.5	262275.5	217417.5	177404.5	145089.5	118085.5	93386.5	73297.5	57074.5	44371.0	34447.5	26423.0	20731.5	16656.0	12994.0	10101.0	7800.5	6005.5	4714.0	3801.5	2967.0	2239.5	1705.5	1303.5	952.0	675.5	494.5	360.5	235.0	157.0	119.5	87.5	51.0	31.5	24.5	16.0	8.5	8.0
ERR160121_2	772.0	924.5	1081.5	1106.0	1231.5	1484.0	1777.0	2090.5	2426.5	2886.0	3434.5	4123.0	5000.0	6066.0	7607.5	9916.5	13601.0	19577.5	28936.0	43478.5	64580.0	92979.0	130760.0	180039.0	240092.0	311682.5	393751.5	484652.5	582343.0	682865.5	784363.0	886110.0	985657.5	1081423.5	1169972.0	1249657.5	1318960.5	1376542.0	1423197.0	1455474.0	1471062.5	1468856.5	1453342.0	1426864.5	1394938.0	1360625.0	1319242.0	1274459.5	1225625.5	1170354.0	1112835.5	1050243.0	980261.5	910331.0	844580.0	782975.0	724359.0	667151.0	608999.0	549023.0	488813.5	428936.0	370892.0	315591.5	264991.5	219445.0	179389.5	144721.5	114628.0	89304.0	68616.5	52477.5	39803.5	29893.0	22455.5	17106.0	13200.5	10285.0	8079.5	6340.5	5059.0	4021.0	3206.5	2593.5	2043.5	1634.0	1298.5	1001.0	763.0	611.5	470.5	359.0	310.5	260.5	181.0	113.0	92.5	70.5	43.0	25.5	11.5
ERR160121_2_val_2	3948.0	3917.0	3908.0	3999.5	4277.0	5022.5	6215.5	7272.0	8366.0	9977.5	11784.0	13783.0	16213.0	19643.5	24313.5	30658.0	40197.0	54202.0	73934.5	100278.0	132081.5	173220.5	226134.0	291655.0	369695.0	441461.5	520409.0	620556.0	726854.5	830319.0	929414.5	1030245.5	1129617.0	1216465.0	1299711.5	1381776.0	1446862.5	1495267.5	1533134.0	1560279.5	1571388.5	1565504.0	1544867.5	1517044.5	1483971.5	1443344.0	1399271.5	1348884.5	1292061.5	1230399.0	1180918.0	1125875.0	1053652.0	985584.0	920399.5	860728.0	804573.0	751152.5	692612.0	628752.0	565299.0	501265.5	440325.5	381662.5	324790.5	273537.0	225314.5	186014.0	154344.5	124877.0	100221.0	79817.5	62915.0	49025.5	38056.5	29673.0	23131.5	17949.5	13897.0	10765.5	8362.0	6551.0	5217.5	4016.0	3012.5	2233.5	1632.5	1185.5	894.0	693.5	512.0	337.5	235.0	182.0	121.5	65.0	48.0	48.5	44.5	40.5	41.0
ERR160122_1	276.0	256.0	261.5	341.0	453.5	543.5	735.0	972.0	1173.0	1408.5	1705.0	2217.5	2930.5	3764.0	4868.5	6435.0	8799.0	12646.5	19426.5	29536.5	43450.0	62229.5	86263.0	117023.5	154090.5	196659.5	246012.0	299093.5	354730.5	414739.0	474339.5	533101.5	593313.5	652518.5	707824.5	757947.0	803149.0	842527.0	873973.0	895214.5	905114.5	901993.0	887642.0	867478.0	844781.5	821104.0	795878.0	771439.0	744524.5	711690.0	677850.5	641446.0	596032.5	549228.0	509185.0	473455.5	440218.0	408288.0	376229.0	341685.0	305563.5	268343.0	231359.5	197179.0	165531.5	136727.0	111430.0	89804.5	71673.5	55625.5	42364.0	32179.5	24169.0	18210.5	13793.5	10447.5	7898.5	6035.0	4782.0	3803.0	2973.5	2326.0	1874.5	1464.5	1135.0	916.0	700.0	525.0	396.0	295.5	215.0	166.5	134.0	85.5	67.5	56.5	34.0	25.0	13.5	6.0	3.5
ERR160122_1_val_1	3134.0	3002.0	2678.0	2585.0	2768.0	3154.5	3812.0	4379.0	4952.5	5649.5	6380.0	7373.0	8660.5	10357.5	12614.5	15576.0	20036.5	26585.5	36685.5	51172.0	66773.5	86794.0	115472.5	151075.0	192983.0	227326.0	265166.0	319138.0	376586.0	435185.0	493379.5	552426.0	612505.0	668126.0	720670.0	770599.0	814357.5	850053.5	876744.5	893469.0	899638.0	895583.0	879793.5	857489.0	833474.5	808458.5	783527.0	754225.0	721070.0	688029.0	665245.5	635825.5	587354.0	542434.5	504792.5	469751.0	437210.0	407111.5	373900.5	337846.5	304867.0	270533.5	234618.5	200649.5	167281.0	138190.0	113053.0	92370.5	75057.0	59034.0	45979.0	35560.5	27457.5	21289.0	16350.5	12927.0	10297.5	7967.5	6260.0	4866.5	3764.5	2909.5	2294.5	1749.0	1342.5	1067.0	815.0	584.5	407.0	300.0	222.0	153.5	115.0	85.0	57.0	33.0	22.5	20.0	14.5	9.0	9.0
ERR160122_2	557.0	669.0	793.0	865.5	976.5	1092.5	1331.5	1635.0	1968.0	2302.0	2695.5	3238.5	3872.5	4690.0	5812.5	7293.5	9386.5	13010.0	18699.5	27154.0	39406.0	55774.5	77403.0	105077.0	139088.0	179381.0	225055.0	275675.0	330162.5	387555.0	446030.0	505382.5	565387.0	624734.5	682023.5	733918.5	781560.0	823945.0	858856.0	884871.0	899204.5	902052.5	893939.5	878843.5	859909.5	839069.5	815838.5	789620.5	761705.0	729711.5	694784.5	656420.0	613267.5	570451.5	530537.0	492866.0	457693.5	423225.0	387821.5	352042.0	315628.5	277773.5	240530.5	205670.0	173702.5	144758.0	118591.5	95978.0	76554.0	60073.5	46452.0	35329.5	26609.0	20033.0	15113.5	11495.5	8884.0	6803.0	5285.0	4184.5	3324.5	2644.0	2029.0	1560.5	1214.5	960.0	765.0	595.0	443.5	333.0	253.5	198.0	169.0	140.0	92.0	64.5	52.0	32.5	19.5	10.0	4.0
ERR160122_2_val_2	2407.0	2358.5	2386.0	2560.5	2790.5	3232.5	4014.5	4718.5	5339.0	6255.0	7446.0	8817.0	10348.5	12561.5	15529.0	19312.0	25049.5	33416.5	45053.0	60515.0	78772.0	102396.0	133592.5	171718.5	215657.0	257256.5	302521.5	358757.0	419942.0	480783.0	539798.0	601032.5	663730.0	720284.5	775786.5	831164.5	877248.5	914810.5	946152.0	967789.0	978192.0	979062.5	968956.0	951659.0	930355.5	906848.5	881612.0	849338.5	814329.5	776811.5	745819.0	711462.5	666457.5	624572.5	584669.0	549497.0	516222.5	483099.0	445752.5	406094.5	367201.5	327346.0	288526.0	250775.0	214379.5	180838.5	149323.0	123832.0	103482.5	84225.0	67507.5	53745.0	42297.5	32944.5	25669.0	20057.0	15766.0	12310.5	9419.5	7235.0	5599.5	4364.5	3453.0	2585.0	1899.0	1420.0	1075.0	777.0	540.5	404.5	294.0	190.5	133.0	105.0	75.5	46.5	37.0	34.5	25.0	17.0	18.0
ERR160123_1	151.0	135.0	147.0	229.5	346.0	447.5	625.5	769.5	890.5	1108.0	1466.0	1992.0	2685.0	3655.5	5031.5	7147.0	10759.0	16672.0	25728.5	39335.0	58588.0	84651.0	119093.0	162777.0	215682.5	277514.5	347611.5	423367.5	503104.5	586260.0	667996.0	747561.5	826611.5	902873.5	971879.0	1031702.5	1083498.0	1125863.5	1159342.0	1181093.5	1188142.0	1179669.5	1160825.0	1133704.0	1098726.0	1064054.5	1026218.0	986321.5	944351.5	894841.5	843395.5	791970.0	732672.0	669884.5	615070.5	567553.5	523385.0	481064.0	438649.0	394829.0	351141.0	307239.5	264574.0	225171.0	188816.5	155748.0	126871.5	102168.0	81165.0	63232.0	48112.5	36180.5	27102.0	20291.5	15136.0	11257.5	8676.5	6786.5	5257.0	4142.0	3291.0	2571.0	1989.0	1557.0	1181.5	902.0	703.5	546.0	394.0	275.5	200.0	155.5	113.0	86.0	68.5	49.0	29.0	16.5	9.0	6.5	3.5
